year,j_day,actual,calculated,difference,delta,N_drainage,N_runoff,N_erosion,N_uptake
,,kg,kg,kg,kg N,kg,kg,kg,kg
2010,287,0.0,2.897937400918636,-2.897937400918636,2.897937400918636,0,0.0,0.0,0.0
2010,288,0.0,2.7353926882130963,-2.7353926882130963,2.7353926882130963,0,0.0,0.0,0.0
2010,289,0.0,2.4534400930795073,-2.4534400930795073,2.4534400930795073,0,0.0,0.0,0.0
2010,290,0.0,2.306385546428146,-2.306385546428146,2.306385546428146,0,0.0,0.0,0.0
2010,291,0.0,2.18041706608642,-2.18041706608642,2.18041706608642,0,0.0,0.0,0.0
2010,292,0.0,1.9682541873678474,-1.9682541873678474,1.9682541873678474,0,0.0,0.0,0.0
2010,293,0.0,1.8118153803313817,-1.8118153803313817,1.8118153803313817,0,0.0,0.0,0.0
2010,294,0.0,1.7268295163794392,-1.7268295163794392,1.7268295163794392,0,0.0,0.0,0.0
2010,295,0.0,1.5149889366923617,-1.5149889366923617,1.5149889366923617,0,0.0,0.0,0.0
2010,296,0.0,1.4815511126817,-1.4815511126817,1.4815511126817,0,0.0,0.0,0.0
2010,297,0.0,1.9821324654373786,-1.9821324654373786,0.7402850477446918,0,1.1509721955796874,0.09087522211299934,0.0
2010,298,0.0,1.9992016881367363,-1.9992016881367363,1.9992016881367363,0,0.0,0.0,0.0
2010,299,0.0,1.9372114429733585,-1.9372114429733585,-2.2000789212061136,0,3.819053207875963,0.318237156303509,0.0
2010,300,0.0,2.1026504164235575,-2.1026504164235575,2.1026504164235575,0,0.0,0.0,0.0
2010,301,0.0,2.054215030313344,-2.054215030313344,2.054215030313344,0,0.0,0.0,0.0
2010,302,0.0,5.1509980285902515,-5.1509980285902515,-61.921640193166695,67.07263822175695,0.0,0.0,0.0
2010,303,0.0,1.830296274089748,-1.830296274089748,-2.2538304132444864,4.084126687334234,0.0,0.0,0.0
2010,304,0.0,1.50291508809687,-1.50291508809687,1.50291508809687,0,0.0,0.0,0.0
2010,305,0.0,1.3421128790855619,-1.3421128790855619,1.3421128790855619,0,0.0,0.0,0.0
2010,306,0.0,1.2116483441802757,-1.2116483441802757,1.2116483441802757,0,0.0,0.0,0.0
